Sequence number,Code,Time of departure/entry,Departure aerodrome,Arrival aerodrome,Flight identification,Main Exemption code,Type of aircraft,Operator,Aircraft Registration,Comment1,Flight date,IFPLID,Planned_aerodrome,Charging_zone_overflow,Entry_point,Exit_point,Sup_exemption_code,Source of the Aircraft Address,24-bit Aircraft Address,Comment2
19809,F,702,LFPG,EHAM,AFR59NB  ,Z,A321   ,Z  ,FGTAU    ,,240120,AA55484866,,,,,,,,
19810,F,650,LFPG,LOWW,AUA42DW  ,Z,A320   ,Z  ,OELBT    ,,240120,AA55478057,,,,,,,,
19814,F,620,LFPO,LIPZ,EJU69HL  ,Z,A320   ,Z  ,OEIJB    ,,240120,AA55477680,,,,,,,,
19822,F,636,LFPO,LIMC,VLG5JA   ,Z,A321   ,Z  ,ECMLM    ,,240120,AA55481269,,,,,,,,
19835,F,633,LFQQ,GCTS,VOE2732  ,Z,A320   ,Z  ,ECNUP    ,,240120,AA55478993,,,,,,,,
19844,F,625,LFOB,OJAI,RYR9352  ,Z,B738   ,Z  ,9HQAJ    ,,240120,AA55483273,,,,,,,,
19852,F,657,LFPG,EKCH,AFR1750  ,Z,BCS3   ,Z  ,FHZUY    ,,240120,AA55485295,,,,,,,,
19861,F,653,LFPG,LSZH,SWR511P  ,Z,E295   ,Z  ,HBAZI    ,,240120,AA55470412,,,,,,,,
19864,F,711,LFPG,EIDW,AFR1716  ,Z,A319   ,Z  ,FGRHT    ,,240120,AA55484937,,,,,,,,
19866,F,646,LFMN,EGLL,BAW341   ,Z,A20N   ,Z  ,GTTNG    ,,240120,AA55476626,,,,,,,,
19879,F,1433,HKJK,EGLL,KQA100   ,Z,B788   ,Z  ,5YKZF    ,,240120,AA55482853,,,,,,,,
19886,F,701,LFPO,UDYZ,TVF7490  ,Z,B738   ,Z  ,FHUYV    ,,240120,AA55482069,,,,,,,,
19893,F,658,LFPO,EFIV,TVF53PE  ,Z,B738   ,Z  ,FHUYT    ,,240120,AA55484729,,,,,,,,
19902,F,716,LFPO,EFRO,TVF34NJ  ,Z,B738   ,Z  ,FHUYJ    ,,240120,AA55482378,,,,,,,,
19903,F,802,LFQQ,GCRR,VOE27RQ  ,Z,A320   ,Z  ,ECNQN    ,,240120,AA55478172,,,,,,,,
19907,F,720,LFPO,EFIV,TVF1800  ,Z,B738   ,Z  ,FHTVE    ,,240120,AA55484703,,,,,,,,
19924,F,723,LFOB,EYVI,RYR30DH  ,Z,B738   ,Z  ,SPRKW    ,,240120,AA55481753,,,,,,,,
19925,F,814,LFRS,EBCI,RYR5732  ,Z,B738   ,Z  ,EIENR    ,,240120,AA55484199,,,,,,,,
19926,F,715,LFOB,LBSF,RYR6MB   ,Z,B38M   ,Z  ,9HVVL    ,,240120,AA55483148,,,,,,,,
19941,F,716,LFPG,OTHH,QTR60Y   ,Z,B77W   ,Z  ,A7BEW    ,,240120,AA55482370,,,,,,,,
19945,F,725,LFPO,EFKT,TVF56CE  ,Z,B738   ,Z  ,FHTVG    ,,240120,AA55484763,,,,,,,,
19961,F,750,LFPG,EDDS,AFR14MQ  ,Z,E170   ,Z  ,FHBXB    ,,240120,AA55468413,,,,,,,,
19971,F,829,LFPG,EDDN,AFR19BU  ,Z,E190   ,Z  ,FHBLB    ,,240120,AA55468398,,,,,,,,
19982,F,806,LFPG,EDDM,AFR19VC  ,Z,BCS3   ,Z  ,FHZUC    ,,240120,AA55486612,,,,,,,,
19988,F,811,LFPG,LSZH,AFR34DA  ,Z,A321   ,Z  ,FGTAD    ,,240120,AA55486703,,,,,,,,
19993,F,837,LFPG,LIMC,EJU84UT  ,Z,A319   ,Z  ,OELQC    ,,240120,AA55480600,,,,,,,,
19998,F,740,LFOB,EKCH,RYR9741  ,Z,B738   ,Z  ,9HQDW    ,,240120,AA55483802,,,,,,,,
20002,F,747,LFSN,EBKT,AAB89L   ,Z,C25C   ,Z  ,OOLUX    ,,240120,AA55473224,,,,,,,,
20006,F,811,LFOB,LIRP,RYR47SH  ,Z,B738   ,Z  ,9HQEM    ,,240120,AA55483044,,,,,,,,
20015,F,812,LFPO,EFKT,TVF88WA  ,Z,B738   ,Z  ,FHTVJ    ,,240120,AA55487027,,,,,,,,
20021,F,825,LFOB,LOWW,RYR3ZB   ,Z,A320   ,Z  ,9HLMH    ,,240120,AA55483457,,,,,,,,
20023,F,824,LFPG,OLBA,AFR566   ,Z,A332   ,Z  ,FGZCK    ,,240120,AA55488706,,,,,,,,
20024,F,826,LFPG,EDDM,DLH95M   ,Z,A320   ,Z  ,DAIZO    ,,240120,AA55485320,,,,,,,,
20025,F,834,LFPG,KJFK,JBU1408  ,Z,A21N   ,Z  ,N4064    ,,240120,AA55489779,,,,,,,,
20032,F,820,LFQQ,DAAG,FPO443   ,Z,B738   ,Z  ,FHIXB    ,,240120,AA55487012,,,,,,,,
20036,F,822,LFPB,LSZH,NJE964E  ,Z,E55P   ,Z  ,CSPHT    ,,240120,AA55481803,,,,,,,,
20038,F,826,LFOB,EPGD,RYR40AA  ,Z,B738   ,Z  ,SPRNC    ,,240120,AA55482613,,,,,,,,
20044,F,848,LFPG,LIMC,AFR87QE  ,Z,A321   ,Z  ,FGTAZ    ,,240120,AA55487168,,,,,,,,
20056,F,907,LFPG,KATL,DAL83    ,Z,A333   ,Z  ,N821N    ,,240120,AA55491291,,,,,,,,
20057,F,1007,DABC,LFST,DTH3024  ,Z,B738   ,Z  ,7TVCE    ,,240120,AA55443083,,,,,,,,
20063,F,815,LFLL,EGKK,WUK263   ,Z,A21N   ,Z  ,GWUKY    ,,240120,AA55479205,,,,,,,,
20065,F,835,LFPG,LOWW,AFR14PR  ,Z,A320   ,Z  ,FGKXM    ,,240120,AA55487368,,,,,,,,
20066,F,851,LFPG,EDDH,AFR38HE  ,Z,BCS3   ,Z  ,FHPND    ,,240120,AA55487362,,,,,,,,
20072,F,847,LFPG,EDDV,AFR32BA  ,Z,E170   ,Z  ,FHBXJ    ,,240120,AA55469955,,,,,,,,
20078,F,856,LFPG,ESSA,AFR31KK  ,Z,A320   ,Z  ,FHEPD    ,,240120,AA55487561,,,,,,,,
20093,F,853,LFPG,CYQB,TSC117   ,Z,A321   ,Z  ,CGOIP    ,,240120,AA55489681,,,,,,,,
20094,F,848,LFPG,KEWR,UAL56    ,Z,B772   ,Z  ,N217U    ,,240120,AA55487535,,,,,,,,
20095,F,851,LFPO,EDDM,DLA94U   ,Z,E195   ,Z  ,IJENB    ,,240120,AA55485556,,,,,,,,
20096,F,926,LFPG,KMIA,AAL63    ,Z,B772   ,Z  ,N765A    ,,240120,AA55488579,,,,,,,,
20097,F,923,LFPG,RJTT,AFR282   ,Z,A359   ,Z  ,FHUVE    ,,240120,AA55488600,,,,,,,,
20098,F,900,LFPG,LOWI,AFR67VN  ,Z,E190   ,Z  ,FHBLE    ,,240120,AA55470128,,,,,,,,
20102,F,929,LFLS,EGKK,EZY97HC  ,Z,A21N   ,Z  ,GUZME    ,,240120,AA55481468,,,,,,,,
20110,F,901,LFOB,LIBD,RYR51NA  ,Z,B738   ,Z  ,9HQFD    ,,240120,AA55483491,,,,,,,,
20113,F,841,LFPG,LTFM,THY3288  ,Z,B739   ,Z  ,TCJYD    ,,240120,AA55487463,,,,,,,,
20116,F,844,LFLL,EHAM,AFR23WH  ,Z,E170   ,Z  ,FHBXC    ,,240120,AA55470301,,,,,,,,
20117,F,910,LFPG,EGCC,AFR53DY  ,Z,A320   ,Z  ,FHEPK    ,,240120,AA55487625,,,,,,,,
20119,F,858,LFPG,EVRA,BTI69R   ,Z,BCS3   ,Z  ,YLAAV    ,,240120,AA55480809,,,,,,,,
20129,F,842,LFLL,EGLL,BAW42Y   ,Z,A320   ,Z  ,GEUUZ    ,,240120,AA55478327,,,,,,,,
20131,F,921,LFLL,EGKK,EFW7AV   ,Z,A321   ,Z  ,GEUXM    ,,240120,AA55478326,,,,,,,,
20134,F,902,LFPG,EHAM,KLM24P   ,Z,B738   ,Z  ,PHBXY    ,,240120,AA55486799,,,,,,,,
20143,F,851,LFPO,LIRF,VLG3LU   ,Z,A320   ,Z  ,ECLUN    ,,240120,AA55480811,,,,,,,,
20144,F,851,LFPO,LIRQ,VLG7RJ   ,Z,A319   ,Z  ,ECMKV    ,,240120,AA55481264,,,,,,,,
20145,F,938,LFPG,EPWA,AFR49TJ  ,Z,BCS3   ,Z  ,FHZUB    ,,240120,AA55487964,,,,,,,,
20150,F,846,LFLL,EGKK,EZY85QG  ,Z,A320   ,Z  ,GEZWL    ,,240120,AA55481544,,,,,,,,
20158,F,911,LFOB,LRCL,WMT841   ,Z,A320   ,Z  ,9HWZT    ,,240120,AA55479552,,,,,,,,
20159,F,927,LFLS,EGGW,WUK59DX  ,Z,A21N   ,Z  ,GWUKR    ,,240120,AA55479051,,,,,,,,
20160,F,946,LFPG,EGPH,AFR16FL  ,Z,BCS3   ,Z  ,FHZUZ    ,,240120,AA55487867,,,,,,,,
20161,F,945,LFPG,EGNT,AFR23FB  ,Z,E170   ,Z  ,FHBXL    ,,240120,AA55470619,,,,,,,,
20162,F,935,LFPG,LIRQ,AFR74NR  ,Z,A319   ,Z  ,FGRXF    ,,240120,AA55487883,,,,,,,,
20166,F,928,LFPG,LGAV,FDX4630  ,Z,B738   ,Z  ,FHIQD    ,,240120,AA55487428,,,,,,,,
20168,F,854,LFMN,ELLX,LGL8254  ,Z,DH8D   ,Z  ,LXLGE    ,,240120,AA55470621,,,,,,,,
20176,F,1001,LFPG,VOMM,AFR108   ,Z,A359   ,Z  ,FHTYQ    ,,240120,AA55488402,,,,,,,,
20177,F,923,LFPG,EFKT,AFR94VV  ,Z,A320   ,Z  ,FGKXI    ,,240120,AA55487810,,,,,,,,
20178,F,947,LFLS,EGLL,BAW8609  ,Z,A320   ,Z  ,GMIDT    ,,240120,AA55493151,,,,,,,,
20180,F,942,LFPG,OMAA,ETD11K   ,Z,A35K   ,Z  ,A6XWA    ,,240120,AA55490157,,,,,,,,
20191,F,844,LFLB,EGKK,TOM77M   ,Z,B738   ,Z  ,GTAWL    ,,240120,AA55481851,,,,,,,,
20192,F,906,LFLL,EGCC,EZY68VL  ,Z,A320   ,Z  ,GEZWB    ,,240120,AA55479712,,,,,,,,
20193,F,952,LFPG,LGAV,AFR65JB  ,Z,A320   ,Z  ,FHEPH    ,,240120,AA55488192,,,,,,,,
20194,F,937,LFPG,LJLJ,AFR87LM  ,Z,E190   ,Z  ,FHBLD    ,,240120,AA55470792,,,,,,,,
20196,F,933,LFPG,LYBE,ASL94K   ,Z,A319   ,Z  ,YUAPB    ,,240120,AA55484022,,,,,,,,
20200,F,912,LFLS,EGGW,EZY25QW  ,Z,A20N   ,Z  ,GUZLA    ,,240120,AA55484523,,,,,,,,
20206,F,856,LFRK,LGKO,N550J    ,Z,C550   ,Z  ,N550J    ,,240120,AA55393728,,,,,,,,
20211,F,906,LFRS,LSZH,SWR6PV   ,Z,E190   ,Z  ,HBJVY    ,,240120,AA55473100,,,,,,,,
20212,F,1004,LFPG,OMDB,UAE25K   ,Z,A388   ,Z  ,A6EDO    ,,240120,AA55489133,,,,,,,,
20215,F,956,LFPG,VOBL,AFR194   ,Z,A332   ,Z  ,FGZCH    ,,240120,AA55489959,,,,,,,,
20216,F,916,LFPG,LIPZ,AFR44VG  ,Z,BCS3   ,Z  ,FHZUL    ,,240120,AA55487647,,,,,,,,
20217,F,958,LFPG,LHBP,AFR71SP  ,Z,A319   ,Z  ,FGRHY    ,,240120,AA55487122,,,,,,,,
20220,F,917,LFSB,LPPR,EJU85YX  ,Z,A320   ,Z  ,OEICW    ,,240120,AA55482032,,,,,,,,
20227,F,919,LFOB,LIPE,RYR68GP  ,Z,B38M   ,Z  ,9HVUM    ,,240120,AA55484356,,,,,,,,
20230,F,1007,LFPG,KSLC,DAL221   ,Z,A339   ,Z  ,N422D    ,,240120,AA55492394,,,,,,,,
20231,F,921,LFRK,LIMF,GES331N  ,Z,C56X   ,Z  ,FHSFN    ,,240120,AA55481108,,,,,,,,
20234,F,940,LFPG,LBSF,LZB432   ,Z,E190   ,Z  ,LZPLO    ,,240120,AA55479740,,,,,,,,
20244,F,1021,LFPG,KLAX,AFR066   ,Z,B77W   ,Z  ,FGSQY    ,,240120,AA55491087,,,,,,,,
20245,F,1002,LFPG,HTZA,AFR876   ,Z,B789   ,Z  ,FHRBC    ,,240120,AA55490614,,,,,,,,
20253,F,930,LFBD,LKPR,RYR62WB  ,Z,B738   ,Z  ,9HQDG    ,,240120,AA55482830,,,,,,,,
20255,F,952,LFPG,EFRO,AFR21YT  ,Z,A320   ,Z  ,FGKXP    ,,240120,AA55488221,,,,,,,,
20256,F,1038,LFPG,KSFO,AFR84G   ,Z,B77W   ,Z  ,FGSQU    ,,240120,AA55490827,,,,,,,,
20262,F,1004,LFLS,EGKK,EFW8629  ,Z,A321   ,Z  ,GEUXG    ,,240120,AA55482235,,,,,,,,
20272,F,937,LFPG,EDDB,AFR69NH  ,Z,BCS3   ,Z  ,FHZUN    ,,240120,AA55487866,,,,,,,,
20273,F,1027,LFPG,KIAH,AFR694M  ,Z,A359   ,Z  ,FHTYP    ,,240120,AA55490304,,,,,,,,
20277,F,943,LFPG,EGPH,EZY85JR  ,Z,A320   ,Z  ,GEZUI    ,,240120,AA55482296,,,,,,,,
20279,F,942,LFOB,LICC,RYR285H  ,Z,B738   ,Z  ,9HQAH    ,,240120,AA55484059,,,,,,,,
20285,F,1040,LFPG,KJFK,AFR004   ,Z,B77W   ,Z  ,FGSQB    ,,240120,AA55491335,,,,,,,,
20286,F,1015,LFPG,VIDP,AFR226   ,Z,A359   ,Z  ,FHUVC    ,,240120,AA55490938,,,,,,,,
20289,F,1020,LFPG,KMSP,DAL153   ,Z,A333   ,Z  ,N806N    ,,240120,AA55492576,,,,,,,,
20290,F,1032,LFPG,KSEA,DAL81    ,Z,A333   ,Z  ,N830N    ,,240120,AA55492740,,,,,,,,
20291,F,1036,LFPG,KDTW,DAL97    ,Z,A333   ,Z  ,N812N    ,,240120,AA55492808,,,,,,,,
20292,F,945,LFLL,EGKK,EFW8625  ,Z,A320   ,Z  ,GGATU    ,,240120,AA55492087,,,,,,,,
20293,F,944,LFPG,EIDW,EIN52X   ,Z,A21N   ,Z  ,EILRC    ,,240120,AA55479715,,,,,,,,
20297,F,952,LFLL,EGGW,EZY57UP  ,Z,A20N   ,Z  ,GUZHK    ,,240120,AA55480509,,,,,,,,
20300,F,935,LFPB,LIPZ,LXG74M   ,Z,C25A   ,Z  ,DICBA    ,,240120,AA55479067,,,,,,,,
20312,F,935,LFLL,EGGP,EZY3480  ,Z,A20N   ,Z  ,GUZHR    ,,240120,AA55482437,,,,,,,,
20313,F,954,LFPG,EGCC,EZY91BH  ,Z,A20N   ,Z  ,GUZHS    ,,240120,AA55480570,,,,,,,,
20317,F,1003,LFOB,LROP,RYR46SW  ,Z,B738   ,Z  ,9HQEJ    ,,240120,AA55482766,,,,,,,,
20321,F,957,LFPO,HEGN,TVF12ZH  ,Z,B738   ,Z  ,FHUYO    ,,240120,AA55482435,,,,,,,,
20326,F,939,LFLL,EGKK,EFW87G   ,Z,A320   ,Z  ,GGATN    ,,240120,AA55482524,,,,,,,,
20328,F,1020,LFLS,EGBB,EXS1DJ   ,Z,B738   ,Z  ,GGDFD    ,,240120,AA55486184,,,,,,,,
20330,F,1012,LFPO,LTFJ,PGT49ZT  ,Z,A21N   ,Z  ,TCRBY    ,,240120,AA55490835,,,,,,,,
20336,F,954,LFPG,WSSS,SIA335   ,Z,B77W   ,Z  ,9VSWR    ,,240120,AA55491351,,,,,,,,
20345,F,958,LFTH,ELLX,JFA32N   ,Z,PC24   ,Z  ,LXPCK    ,,240120,AA55475553,,,,,,,,
20346,F,1010,LFPG,EHAM,KLM38P   ,Z,B739   ,Z  ,PHBXR    ,,240120,AA55487943,,,,,,,,
20353,F,1004,LFOB,EGPH,RYR9XK   ,Z,B738   ,Z  ,EIEPD    ,,240120,AA55485698,,,,,,,,
20356,F,941,LFLB,EGSS,TOM3AJ   ,Z,B738   ,Z  ,GTAWV    ,,240120,AA55482227,,,,,,,,
20362,F,1051,LFPG,CYUL,AFR344J  ,Z,B77W   ,Z  ,FGSQE    ,,240120,AA55491622,,,,,,,,
20363,F,1030,LFPG,LKPR,AFR78BG  ,Z,A320   ,Z  ,FGKXV    ,,240120,AA55487882,,,,,,,,
20366,F,1110,LFPG,EFHK,FIN5TU   ,Z,A359   ,Z  ,OHLWH    ,,240120,AA55485069,,,,,,,,
20369,F,958,LFOB,LHBP,RYR88RX  ,Z,B738   ,Z  ,SPRSA    ,,240120,AA55484506,,,,,,,,
20374,F,1000,LFPO,EFIV,TVF1750  ,Z,B738   ,Z  ,FHTVI    ,,240120,AA55484878,,,,,,,,
20381,F,1034,LFLL,EGLL,BAW8607  ,Z,A21N   ,Z  ,GNEOV    ,,240120,AA55482753,,,,,,,,
20394,F,1011,LFPO,LIML,EJU39DU  ,Z,A320   ,Z  ,OEIJY    ,,240120,AA55480989,,,,,,,,
20395,F,1034,LFLS,EGSS,EXS12C   ,Z,B738   ,Z  ,GJZHJ    ,,240120,AA55486182,,,,,,,,
20396,F,1008,LFLL,EGCC,EXS2KC   ,Z,B738   ,Z  ,GGDFZ    ,,240120,AA55486112,,,,,,,,
20397,F,1044,LFPG,ZGGG,FDX6084  ,Z,B77L   ,Z  ,N870FD   ,,240120,AA55491672,,,,,,,,
20398,F,1003,LFBX,EHAM,FYG62P   ,Z,FA7X   ,Z  ,PHTLP    ,,240120,AA55495290,,,,,,,,
20399,F,1034,LFPG,OBBI,GFA018   ,Z,A21N   ,Z  ,A9CND    ,,240120,AA55490878,,,,,,,,
20404,F,1026,LFPB,OTBD,QAF4     ,Z,A320   ,Z  ,A7AAG    ,,240120,AA55483165,,,,,,,,
20408,F,956,LFLB,EGBB,TOM12H   ,Z,B738   ,Z  ,GTAWH    ,,240120,AA55482003,,,,,,,,
20409,F,1013,LFLB,EGCC,TOM4MG   ,Z,B738   ,Z  ,GTAWM    ,,240120,AA55482512,,,,,,,,
20419,F,1012,LFOB,EGCC,RYR42AX  ,Z,B738   ,Z  ,EIEKX    ,,240120,AA55486474,,,,,,,,
20422,F,1023,LFPG,CYUL,TSC111   ,Z,A332   ,Z  ,CGTSJ    ,,240120,AA55491451,,,,,,,,
20436,F,1053,LFLS,EGPH,EZY59KC  ,Z,A320   ,Z  ,GEZTH    ,,240120,AA55482850,,,,,,,,
20440,F,1031,LFSB,EHAM,KLM82K   ,Z,E75L   ,Z  ,PHEXK    ,,240120,AA55488486,,,,,,,,
20449,F,1046,LFPG,LDZA,CTN71F   ,Z,A320   ,Z  ,9ACTK    ,,240120,AA55479415,,,,,,,,
20450,F,1050,LFPG,RCTP,EVA088   ,Z,B77W   ,Z  ,B16738   ,,240120,AA55491556,,,,,,,,
20461,F,1055,LFPG,KJFK,AAL45    ,Z,B772   ,Z  ,N782A    ,,240120,AA55488722,,,,,,,,
20462,F,1101,LFPG,ENTC,AFR67ZC  ,Z,A319   ,Z  ,FGRXK    ,,240120,AA55488851,,,,,,,,
20472,F,1101,LFPG,OERK,SVA144   ,Z,B77W   ,Z  ,HZAK23   ,,240120,AA55486805,,,,,,,,
20475,F,1058,LFOB,LROP,WMT6501  ,Z,A321   ,Z  ,HALXA    ,,240120,AA55479461,,,,,,,,
20477,F,1045,LFPG,LIRN,AFR96QZ  ,Z,E190   ,Z  ,FHBLI    ,,240120,AA55472412,,,,,,,,
20479,F,1048,LFLB,EGKK,AWC446   ,Z,A320   ,Z  ,GPOWM    ,,240120,AA55483431,,,,,,,,
20490,F,1051,LFMN,EGSS,N737ER   ,Z,B737   ,Z  ,N737ER   ,,240120,AA55495556,,,,,,,,
20494,F,1045,LFLB,EGPH,TOM56J   ,Z,B38M   ,Z  ,GTUMW    ,,240120,AA55483538,,,,,,,,
20496,F,1047,LFPG,EKCH,SAS64K   ,Z,E195   ,Z  ,SERSM    ,,240120,AA55491613,,,,,,,,
20497,F,1140,LFPG,VABB,AFR218   ,Z,B77W   ,Z  ,FGSQT    ,,240120,AA55491736,,,,,,,,
20500,F,1052,LFSB,DABC,DAH1171  ,Z,B738   ,Z  ,7TVJL    ,,240120,AA55482991,,,,,,,,
20508,F,1253,LFPG,HKJK,AFR814   ,Z,B789   ,Z  ,FHRBF    ,,240120,AA55492160,,,,,,,,
20510,F,1122,LFPG,VHHH,CPA260   ,Z,B77W   ,Z  ,BKPO     ,,240120,AA55491973,,,,,,,,
20511,F,1108,LFMD,EGAC,EFD6H    ,Z,C680   ,Z  ,DCMDH    ,,240120,AA55495525,,,,,,,,
20512,F,1044,LFLL,EGKK,EXS41LE  ,Z,B738   ,Z  ,GJZHS    ,,240120,AA55480282,,,,,,,,
20513,F,1113,LFLS,EGNT,EXS71C   ,Z,B738   ,Z  ,GJZBI    ,,240120,AA55486839,,,,,,,,
20518,F,1105,LFPG,LTFM,THY1SF   ,Z,A333   ,Z  ,TCJNS    ,,240120,AA55490324,,,,,,,,
20519,F,1128,LFPG,EHAM,AFR32LY  ,Z,A320   ,Z  ,FGKXC    ,,240120,AA55489393,,,,,,,,
20521,F,1132,LFPG,KBOS,DAL225   ,Z,A339   ,Z  ,N402D    ,,240120,AA55493851,,,,,,,,
20523,F,1053,LFLL,EGBB,EJU86AB  ,Z,A319   ,Z  ,OELQL    ,,240120,AA55481716,,,,,,,,
20525,F,1108,LFLS,EGGD,EZY29GR  ,Z,A21N   ,Z  ,GUZMC    ,,240120,AA55483219,,,,,,,,
20526,F,1104,LFPG,LIRF,ITY319   ,Z,A320   ,Z  ,EIEIC    ,,240120,AA55483290,,,,,,,,
20533,F,1111,LFPO,HECA,VLG8522  ,Z,A321   ,Z  ,ECMHB    ,,240120,AA55486507,,,,,,,,
20534,F,1133,LFPG,FMMI,AFR934   ,Z,A359   ,Z  ,FHTYO    ,,240120,AA55489800,,,,,,,,
20535,F,1135,LFML,EGLL,BAW16MT  ,Z,A319   ,Z  ,GDBCB    ,,240120,AA55483974,,,,,,,,
20542,F,1058,LFLL,EHAM,KLM1414  ,Z,B738   ,Z  ,PHBCG    ,,240120,AA55489169,,,,,,,,
20553,F,1102,LFLS,EGKK,WUK87CA  ,Z,A21N   ,Z  ,GWUKO    ,,240120,AA55481083,,,,,,,,
20556,F,1126,LFML,EBBR,BEL8RN   ,Z,A319   ,Z  ,OOSSX    ,,240120,AA55487434,,,,,,,,
20559,F,1106,LFLS,EGGW,RYR27QF  ,Z,B738   ,Z  ,EIESS    ,,240120,AA55486617,,,,,,,,
20579,F,1126,LFPB,OEJN,VJH767   ,Z,E35L   ,Z  ,DAFBS    ,,240120,AA55488865,,,,,,,,
20580,F,1130,LFPB,LIML,VJT617   ,Z,CRJ2   ,Z  ,9HILI    ,,240120,AA55490668,,,,,,,,
20592,F,1208,LFPG,KJFK,DAL263   ,Z,A339   ,Z  ,N417D    ,,240120,AA55494085,,,,,,,,
20594,F,1157,LFLS,EGCC,EXS74V   ,Z,B752   ,Z  ,GLSAB    ,,240120,AA55487507,,,,,,,,
20604,F,1123,LFLB,EGKK,TOM5XC   ,Z,B738   ,Z  ,GTAWU    ,,240120,AA55484302,,,,,,,,
20607,F,1117,LFMN,EGLL,BAW343E  ,Z,A320   ,Z  ,GEUUT    ,,240120,AA55485806,,,,,,,,
20608,F,1115,LFBO,EBBR,BEL9CZ   ,Z,A319   ,Z  ,OOSSY    ,,240120,AA55487754,,,,,,,,
20615,F,1125,LFRS,EHAM,KLM1456  ,Z,E295   ,Z  ,PHNXC    ,,240120,AA55489099,,,,,,,,
20620,F,1212,LFPG,KEWR,AFR062   ,Z,A359   ,Z  ,FHUVD    ,,240120,AA55493349,,,,,,,,
20621,F,1204,LFPG,EKCH,AFR77BW  ,Z,BCS3   ,Z  ,FHZUP    ,,240120,AA55489957,,,,,,,,
20623,F,1134,LFPG,EDDM,DLH77T   ,Z,A320   ,Z  ,DAIUW    ,,240120,AA55484187,,,,,,,,
20624,F,1149,LFST,DABC,DTH3025  ,Z,B738   ,Z  ,7TVCE    ,,240120,AA55443141,,,,,,,,
20626,F,1158,LFML,EHAM,KLM1266  ,Z,E295   ,Z  ,PHNXG    ,,240120,AA55489364,,,,,,,,
20627,F,1212,LFMN,EHAM,KLM28W   ,Z,E295   ,Z  ,PHNXD    ,,240120,AA55489408,,,,,,,,
20634,F,1136,LFPO,EIDW,VLG822X  ,Z,A321   ,Z  ,ECMGZ    ,,240120,AA55481199,,,,,,,,
20643,F,1146,LFPO,OLBA,TVF4258  ,Z,B738   ,Z  ,FHUYN    ,,240120,AA55491461,,,,,,,,
20646,F,1206,LFPG,KATL,AFR682   ,Z,B789   ,Z  ,FHRBB    ,,240120,AA55491632,,,,,,,,
20653,F,1144,LFBD,EHAM,KLM38L   ,Z,E295   ,Z  ,PHNXI    ,,240120,AA55489501,,,,,,,,
20656,F,1205,LFOB,LATI,RYR2UK   ,Z,B738   ,Z  ,9HQCT    ,,240120,AA55489633,,,,,,,,
20659,F,1142,LFPG,VTBS,THA931   ,Z,B77W   ,Z  ,HSTKY    ,,240120,AA55494241,,,,,,,,
20660,F,1204,LFPG,UGTB,AFR1052  ,Z,A320   ,Z  ,FHEPJ    ,,240120,AA55490726,,,,,,,,
20661,F,1218,LFPG,LIML,AFR58XR  ,Z,BCS3   ,Z  ,FHZUT    ,,240120,AA55490144,,,,,,,,
20663,F,1207,LFLL,EICK,EIN829   ,Z,A320   ,Z  ,EIEDP    ,,240120,AA55486863,,,,,,,,
20670,F,1119,LFPB,LOWW,VPCMD    ,Z,GLF5   ,Z  ,VPCMD    ,,240120,AA55490103,,,,,,,,
20671,F,1207,LFPG,LROP,AFR1588  ,Z,A319   ,Z  ,FGRHT    ,,240120,AA55490548,,,,,,,,
20672,F,1229,LFPG,EDDH,AFR1710  ,Z,BCS3   ,Z  ,FHZUU    ,,240120,AA55490305,,,,,,,,
20675,F,1158,LFLB,EGLC,CFE42B   ,Z,E190   ,Z  ,GLCAF    ,,240120,AA55483442,,,,,,,,
20676,F,1205,LFLS,EGKK,EFW91U   ,Z,A321   ,Z  ,GEUXH    ,,240120,AA55484398,,,,,,,,
20679,F,1148,LFPB,LIRA,NJE503H  ,Z,GL5T   ,Z  ,CSGLY    ,,240120,AA55488201,,,,,,,,
20680,F,1200,LFLS,EGBB,RYR371V  ,Z,B738   ,Z  ,EIEKC    ,,240120,AA55489471,,,,,,,,
20685,F,1215,LFPG,LIMC,AFR82PV  ,Z,E190   ,Z  ,FHBLN    ,,240120,AA55476107,,,,,,,,
20686,F,1154,LFPB,LSZH,CAZ603   ,Z,FA7X   ,Z  ,HBJSS    ,,240120,AA55478757,,,,,,,,
20688,F,1203,LFPG,LIPE,AFR79AY  ,Z,BCS3   ,Z  ,FHZUK    ,,240120,AA55490496,,,,,,,,
20700,F,1229,LFPG,LIRQ,AFR15PH  ,Z,A319   ,Z  ,FGRHK    ,,240120,AA55490256,,,,,,,,
20701,F,1210,LFPG,EFHK,AFR71TP  ,Z,A320   ,Z  ,FGKXJ    ,,240120,AA55490387,,,,,,,,
20702,F,1224,LFPG,EKBI,AFR99ME  ,Z,E170   ,Z  ,FHBXB    ,,240120,AA55473812,,,,,,,,
20709,F,1232,LFPG,LIMC,EJU86DC  ,Z,A320   ,Z  ,OEICB    ,,240120,AA55482262,,,,,,,,
20711,F,1211,LFPG,BIKF,ICE7J    ,Z,B752   ,Z  ,TFFIR    ,,240120,AA55494871,,,,,,,,
20715,F,1209,LFPB,KLAX,LXA6A    ,Z,FA7X   ,Z  ,LXGBH    ,,240120,AA55479863,,,,,,,,
20716,F,1200,LFPB,LSZH,NJE095B  ,Z,CL35   ,Z  ,CSCHC    ,,240120,AA55489317,,,,,,,,
