FLPL_CALL_SIGN,FLPL_AIRC_TYPE,FLPL_DEPR_AIRP,FLPL_ARRV_AIRP,MODES_ADRESS,FILE_DATE,Time of departure/entry,Departure aerodrome,Arrival aerodrome,Type of aircraft,Main Exemption code,Aircraft Registration,IFPLID,Mode S,Type Avion Survol
FDX5217,B77L,EBLG,LFPG,ABF0C7,2024-03-22,2000.0,LFPG,KMEM,B77L,Z,N872FD   ,AA57134732,ABFE45,B77L
FHJPH,C510,LFOZ,LFOU,39A5E7,2024-03-22,2320.0,LFOU,LFRI,C510,Z,FHJPH    ,AA57073006,,C510
FHJPH,C510,LFRI,LFOU,39A5E7,2024-03-22,2320.0,LFOU,LFRI,C510,Z,FHJPH    ,AA57073006,,C510
FHJPH,C510,LFOZ,LFOU,39A5E7,2024-03-22,2320.0,LFOU,LFRI,C510,Z,FHJPH    ,AA57073006,,C510
FHJPH,C510,LFOU,LFOZ,39A5E7,2024-03-22,2320.0,LFOU,LFRI,C510,Z,FHJPH    ,AA57073006,,C510
THY5LY,B738,DAAG,LTFM,4BAACE,2024-03-22,2354.0,DAAG,LTFM,B738,Z,TCJVN    ,AA57139861,,B738
RYR6CY,B738,LFML,GMTT,4D2271,2024-03-22,602.0,LFML,GMTT,B738,Z,9HQEC    ,AA57122083,,B738
DFORH,PC12,LFTZ,LFMD,3D7009,2024-03-22,1700.0,LFTZ,LFMD,PC12,Z,DFORH    ,AA57133489,,PC12
DFORH,PC12,EDMO,LFTZ,3D7009,2024-03-22,1700.0,LFTZ,LFMD,PC12,Z,DFORH    ,AA57133489,,PC12
DFORH,PC12,EDMO,LFTZ,3D7009,2024-03-22,1700.0,LFTZ,LFMD,PC12,Z,DFORH    ,AA57133489,,PC12
DFORH,PC12,LFTZ,EDMO,3D7009,2024-03-22,1700.0,LFTZ,LFMD,PC12,Z,DFORH    ,AA57133489,,PC12
DFORH,,EDMO,LFTZ,3D7009,2024-03-22,1700.0,LFTZ,LFMD,PC12,Z,DFORH    ,AA57133489,,PC12
DFORH,,,,3D7009,2024-03-22,1700.0,LFTZ,LFMD,PC12,Z,DFORH    ,AA57133489,,PC12
EWG6020,,,,3C648F,2024-03-22,1206.0,LFMP,LFMP,A321,Z,DAIDO    ,AA57118054,,A321
EWG6020,A321,LFMP,LFMP,3C648F,2024-03-22,1206.0,LFMP,LFMP,A321,Z,DAIDO    ,AA57118054,,A321
OXF14,PA34,LFAT,LFAT,406A98,2024-03-22,1445.0,LFQT,EGTK,PA34,Z,GOXFA    ,AA57133297,,PA34
OXF14,PA34,EGTK,LFQT,406A98,2024-03-22,1445.0,LFQT,EGTK,PA34,Z,GOXFA    ,AA57133297,,PA34
JFA13Q,PC12,LFPB,LFLJ,4D02A8,2024-03-22,937.0,LFPB,LFLJ,PC12,Y,LXJFW    ,AA57102924,,PC12
DLH573,B748,FAOR,EDDF,3C4B23,2024-03-22,229.0,FAOR,EDDF,B748,Z,DABYC    ,AA57102572,,B748
WKT07,,,,407637,2024-03-22,1600.0,LFAT,EGNE,DA62,Z,GWKTH    ,AA57126531,,DA62
WKT07,DA62,LFAT,EGNE,407637,2024-03-22,1600.0,LFAT,EGNE,DA62,Z,GWKTH    ,AA57126531,,DA62
WKT07,DA62,LFLB,LFAT,407637,2024-03-22,1600.0,LFAT,EGNE,DA62,Z,GWKTH    ,AA57126531,,DA62
CALIBRA,BE20,LFBO,LFBO,398895,2024-03-22,1316.0,LFOK,LFBO,BE20,N,FHNAV    ,AA57132016,39B415,BE20
PGC32X,PC12,LFLP,LFTZ,44C061,2024-03-22,1015.0,LFMA,EBCI,PC12,Y,OOPCJ    ,AA57126172,44C06A,PC12
AFR34SG,E170,LFLL,EHAM,3986E6,2024-03-22,1359.0,LFLL,EHAM,E170,Z,FHBXG    ,AA57102608,,E170
FSF788G,PC12,LSZS,LFLI,46208F,2024-03-22,1302.0,LFLI,LSZS,PC12,Z,OHMIP    ,AA57129726,,PC12
FSF788G,,,,46208F,2024-03-22,1302.0,LFLI,LSZS,PC12,Z,OHMIP    ,AA57129726,,PC12
FSF788G,PC12,LFLI,LSZS,46208F,2024-03-22,1302.0,LFLI,LSZS,PC12,Z,OHMIP    ,AA57129726,,PC12
CALIBRA,BE20,LFOK,LFBO,39B415,2024-03-22,730.0,LFBO,LFBO,BE20,N,FHCEV    ,AA57102822,398895,BE20
SWR283,B77W,FAOR,LSZH,4B191B,2024-03-22,349.0,FAOR,LSZH,B77W,Z,HBJNF    ,AA57100682,,B77W
DLH1317,A319,DAAG,EDDF,3C6585,2024-03-22,1224.0,DAAG,EDDF,A319,Z,DAILE    ,AA57120098,,A319
WMT2583,A21N,LFMN,LIRF,4D241E,2024-03-22,34.0,LFMN,LIRF,A21N,Z,9HWAF    ,AA57095532,4D241A,A21N
FAF6515,PC21,LFBG,LFBI,3B75F0,2024-03-22,1132.0,LFBI,LFBG,PC21,M,FRBFQ    ,AA57127854,,PC21
FAF6515,PC21,LFBG,LFBI,3B75F0,2024-03-22,1247.0,LFBG,LFBI,PC21,M,FRBFN    ,AA57127853,3B75F3,PC21
FAF6515,PC21,LFBG,LFBI,3B75F0,2024-03-22,1320.0,LFBI,LFBG,PC21,M,FRBFN    ,AA57127854,3B75F3,PC21
ARG1140,A332,SAEZ,LIRF,E07211,2024-03-22,1333.0,SAEZ,LIRF,A332,Z,LVGHQ    ,AA57115397,,A332
THY3ZP,B738,LFLL,LTFM,4BAAD2,2024-03-22,958.0,LFLL,LTFM,B738,Z,TCJVR    ,AA57128388,,B738
WMT2583,A21N,LFMN,LIRF,4D241A,2024-03-22,1513.0,LFMN,LIRF,A21N,Z,9HWAI    ,AA57116954,4D241E,A21N
RYR49LK,B738,GMMX,LIRN,4D2214,2024-03-22,1758.0,GMMX,LIRN,B738,Z,9HQEF    ,AA57120749,,B738
PHANTOM,M346,LFBD,LFBC,3AAACA,2024-03-22,1310.0,LFBC,LFBD,M346,M,PHANTOM  ,AA57103896,,NH90
PHANTOM,M346,LFBD,LFBC,3AAACA,2024-03-22,1340.0,LFBD,LFBC,M346,M,PHANTOM  ,AA57103949,,NH90
