(LF142220523NOR.                              
0167F1820LFBDLFPGAFR23CB  ZE190   Z  FHBLK                         220523AA47740361                                       139856A                                                                            
0168F0753LFPGEDDBAFR23QF  ZBCS3   Z  FHZUV                         220523AA47750133                                       139E695                                                                            
0169F1142LFPGEDDHAFR23UT  ZBCS3   Z  FHZUE                         220523AA47754980                                       139E684                                                                            
0170F2052LFPGEDDVAFR24FG  ZE170   Z  FHBXC                         220523AA47743091                                       13986E2                                                                            
0171F1910LFPGEDDLAFR24QQ  ZE190   Z  FHBLR                         220523AA47740576                                       1398571                                                                            
0172F1755LFMLLFPOAFR24SL  ZA319   Z  FGRHQ                         220523AA47764265                                       13944F0                                                                            
0173F1523LFBOLFPGAFR24UT  ZA319   Z  FGRHY                         220523AA47760741                                       13944F8                                                                            
0174F1914LFPGWSSSAFR256   ZB77W   Z  FGZNE                                                                                13965A4                                                                            
0175F1428LFPGLFBPAFR25AU  ZE190   Z  FHBLD                         220523AA47735307                                       1398563                                                                            
0176F0528LFPGLIMLAFR25NM  ZBCS3   Z  FHZUN                         220523AA47747146                                       139E68D                                                                            
0177F1729LFLLLFPGAFR26DK  ZA321   Z  FGMZE                         220523AA47763515                                       1393324                                                                            
0178F1339LFPGESGGAFR26EQ  ZE190   Z  FHBLE                         220523AA47734164                                       1398564                                                                            
0179F0617LFPGLFMTAFR26YM  ZA319   Z  FGRHK                         220523AA47747768                                       13944EA                                                                            
0180F0807LFPGRJTTAFR272   ZB77W   Z  FGSQE                                                                                1394A04                                                                            
0181F2027LFPGRJTTAFR274   ZB77W   Z  FGZND                                                                                13965A3                                                                            
0182F1003LFPGRJAAAFR276   ZB77W   Z  FGZNH                                                                                13965A7                                                                            
0183F1453LFPGEHAMAFR27DB  ZBCS3   Z  FHZUD                         220523AA47760467                                       139E683                                                                            
0184F2029LFPGLPPTAFR27HE  ZA320   Z  FGKXP                         220523AA47765951                                       1392AEF                                                                            
0185F1651LFPGEDDBAFR27JY  ZBCS3   Z  FHZUA                         220523AA47762689                                       139E680                                                                            
0186F0824LFPGEKCHAFR27KA  ZBCS3   Z  FHZUL                         220523AA47749767                                       139E68B                                                                            
0187F0512LFPOLFBOAFR27NA  ZA320   Z  FHBNH                         220523AA47746883                                       13985A7                                                                            
0188F1657LFRBLFLLAFR27SA  ZE170   Z  FHBXD                         220523AA47738556                                       13986E3                                                                            
0189F1438LFMNLFPOAFR27UP  ZA319   Z  FGRHP                         220523AA47758109                                       13944EF                                                                            
0190F0716LFPGLFRBAFR27VD  ZA321   Z  FGTAZ                         220523AA47749379                                       1394C19                                                                            
0191F0830LFPGLSGGAFR28DX  ZA319   Z  FGRHF                         220523AA47750632                                       13944E5                                                                            
0192F1943LFPGLHBPAFR28ER  ZA320   Z  FGKXY                         220523AA47766361                                       1392AF8                                                                            
0193F0539LFPGLIPZAFR28VT  ZA320   Z  FHEPH                         220523AA47746953                                       13991E7                                                                            
0194F0500LFMNLFLLAFR28ZL  ZA319   Z  FGRHB                         220523AA47745523                                       13944E1                                                                            
0195F1222LFPGRJBBAFR292   ZA359   Z  FHTYM                                                                                139CF0C                                                                            
0196F0726LFPOLFKFAFR29AC  ZA319   Z  FGRHQ                         220523AA47749518                                       13944F0                                                                            
0197F1404LFPGEIDWAFR29BU  ZBCS3   Z  FHZUS                         220523AA47758761                                       139E692                                                                            
0198F1348LFPGLOWWAFR29GW  ZA321   Z  FGTAY                         220523AA47762536                                       1394C18                                                                            
0199F1409LFPOLFBOAFR29LC  ZA320   Z  FHBND                         220523AA47759498                                       13985A3                                                                            
0200F1959LFPGLEVCAFR29RF  ZA320   Z  OYRUY                         220523AA47739118                                       145CAB9                                                                            
0201F0822LFPGEKBIAFR29UL  ZE190   Z  FHBLR                         220523AA47727066                                       1398571                                                                            
0202F1750LFPGEPWAAFR29VW  ZBCS3   Z  FHZUT                         220523AA47764324                                       139E693                                                                            
0203F0857LFPGDRRNAFR306   ZA332   Z  FGZCI                         220523AA47753924                                       1396448                                                                            
0204F0926LFBZLFPGAFR31DV  ZE170   Z  FHBXC                         220523AA47729988                                       13986E2                                                                            
0205F0532LFPGLFBDAFR31GR  ZA321   Z  FGMZD                         220523AA47746857                                       1393323                                                                            
0206F0510LFCKLFPOAFR31KV  ZE145   Z  FHESR                         220523AA47729544                                       1399251                                                                            
0207F1354LFKJLFPOAFR31QT  ZA320   Z  FHBNH                         220523AA47755237                                       13985A7                                                                            
0208F1420LFPGLIRFAFR31RJ  ZBCS3   Z  FHZUJ                         220523AA47758994                                       139E689                                                                            
0209F0529LFPGLEMDAFR31SN  ZE190   Z  FHBLO                         220523AA47722695                                       139856E                                                                            
0210F1451LFLLLFSTAFR31UA  ZE170   Z  FHBXG                         220523AA47736176                                       13986E6                                                                            
0211F0857LFBOLFPGAFR31WP  ZA321   Z  FGTAQ                         220523AA47751483                                       1394C10                                                                            
0212F1723LFPGKBOSAFR322   ZA359   Z  FHTYQ                         220523AA47766543                                       139CF10                                                                            
0213F1823LFPOLFBOAFR32AL  ZA318   Z  FGUGP                         220523AA47765064                                       13950CF                                                                            
0214F1040LFPGLFMNAFR32BT  ZA319   Z  FGRHN                         220523AA47753551                                       13944ED                                                                            
0215F1638LFBZLFPGAFR32DY  ZE190   Z  FHBLP                         220523AA47738130                                       139856F                                                                            
0216F0641LFPGEHAMAFR32GA  ZA321   Z  FGTAM                         220523AA47748441                                       1394C0C                                                                            
0217F1729LFPGEDDLAFR32HZ  ZE190   Z  FHBLI                         220523AA47738565                                       1398568                                                                            
0218F0624LFPGEDDFAFR32KL  ZE170   Z  FHBXG                         220523AA47723751                                       13986E6                                                                            
0219F0533LFPGEDDLAFR32ME  ZE190   Z  FHBLP                         220523AA47723268                                       139856F                                                                            
